,Weight(Pounds)
3370,155.869
3371,121.4609
3372,133.8526
3373,108.9521
3374,130.5425
3375,124.0931
3376,132.5109
3377,154.5701
3378,124.004
3379,127.6985
3380,114.26
3381,142.7731
3382,115.897
3383,125.1081
3384,119.8153
3385,127.3052
3386,130.255
3387,125.3486
3388,118.0148
3389,129.468
3390,138.4503
3391,138.6964
3392,134.9735
3393,119.6325
3394,132.0852
3395,132.1945
3396,146.9576
3397,112.0144
3398,129.7229
3399,128.9392
3400,125.5484
3401,102.8549
3402,119.4034
3403,143.8547
3404,129.9632
3405,125.1662
3406,126.9552
3407,112.1237
3408,115.0831
3409,120.0188
3410,122.7409
3411,133.5177
3412,144.1058
3413,146.9261
3414,134.0839
3415,112.9231
3416,142.4875
3417,121.3899
3418,122.7506
3419,136.1054
3420,127.8162
3421,139.0505
3422,124.5701
3423,126.8527
3424,145.8616
3425,136.8975
3426,133.4618
3427,122.1901
3428,115.6403
3429,125.377
3430,129.2547
3431,129.1874
3432,133.0704
3433,138.0269
3434,118.8532
3435,142.7606
3436,126.2747
3437,119.1386
3438,117.0603
3439,120.454
3440,132.1603
3441,108.7441
3442,106.5115
3443,130.2144
3444,140.4403
3445,124.5214
3446,139.3706
3447,129.4378
3448,129.0994
3449,118.2219
3450,117.6786
3451,140.8622
3452,122.6694
3453,104.467
3454,129.0106
3455,124.3217
3456,101.9139
3457,139.416
3458,132.7342
3459,132.8116
3460,124.3421
3461,126.7586
3462,119.848
3463,111.9376
3464,117.26
3465,131.8577
3466,122.6517
3467,117.0445
3468,117.8609
3469,130.8876
3470,124.3575
3471,131.0505
3472,142.083
3473,100.3696
3474,127.0979
3475,124.2054
3476,116.5552
3477,123.5653
3478,111.8548
3479,150.1752
3480,128.172
3481,120.4457
3482,110.6689
3483,135.7821
3484,145.8887
3485,144.6908
3486,128.3047
3487,137.1886
3488,127.2593
3489,122.1945
3490,139.6043
3491,129.817
3492,152.9847
3493,123.5425
3494,137.7755
3495,116.3106
3496,125.4909
3497,134.9234
3498,116.9673
3499,131.029
3500,138.2493
3501,117.0109
3502,117.1889
3503,133.3265
3504,121.4286
3505,122.2767
3506,129.2964
3507,106.9673
3508,118.7342
3509,112.0218
3510,133.4833
3511,127.5429
3512,131.366
3513,114.9957
3514,125.5866
3515,84.86345
3516,129.4427
3517,126.9647
3518,139.8538
3519,120.6804
3520,127.4184
3521,120.0865
3522,132.7904
3523,123.4864
3524,114.4503
3525,112.938
3526,116.9251
3527,133.9261
3528,128.2645
3529,107.0685
3530,128.2196
3531,126.5592
3532,125.8611
3533,134.6115
3534,152.1181
3535,135.5056
3536,115.9514
3537,127.6565
3538,141.0621
3539,109.572
3540,122.3788
3541,134.2059
3542,134.8058
3543,108.4165
3544,121.5254
3545,131.4848
3546,112.824
3547,129.2959
3548,144.6551
3549,123.2584
3550,130.0755
3551,97.84025
3552,133.7803
3553,106.5226
3554,139.4665
3555,116.868
3556,133.7579
3557,118.9108
3558,122.3291
3559,127.3678
3560,114.0066
3561,137.0083
3562,110.0077
3563,132.9911
3564,132.3932
3565,117.5234
3566,130.4334
3567,117.7587
3568,117.7477
3569,129.0761
3570,105.6364
3571,131.7766
3572,131.8757
3573,125.9879
3574,123.8861
3575,133.0366
3576,131.1858
3577,126.7371
3578,151.614
3579,147.1926
3580,134.7624
3581,133.445
3582,111.2501
3583,117.0386
3584,129.8079
3585,99.27518
3586,128.5692
3587,151.548
3588,139.3895
3589,120.0516
3590,124.0676
3591,137.5999
3592,129.4912
3593,139.801
3594,148.5226
3595,120.6246
3596,138.6642
3597,92.37513
3598,136.5421
3599,118.2089
3600,138.6145
3601,135.6715
3602,104.5861
3603,128.2748
3604,125.4858
3605,143.8794
3606,125.3511
3607,126.3358
3608,139.7274
3609,116.2366
3610,97.79781
3611,136.8521
3612,112.7896
3613,112.5529
3614,120.7636
3615,119.3536
3616,135.4753
3617,140.4543
3618,142.0555
3619,126.8512
3620,123.1267
3621,118.3477
3622,134.5331
3623,116.8814
3624,108.9156
3625,134.9529
3626,109.5924
3627,106.5216
3628,119.4936
3629,137.7906
3630,151.0354
3631,121.4853
3632,146.7791
3633,140.0306
3634,116.5077
3635,140.7913
3636,140.0969
3637,131.6661
3638,144.0462
3639,136.5389
3640,124.5183
3641,123.3439
3642,140.3326
3643,125.1353
3644,142.2247
3645,156.3537
3646,113.8671
3647,120.7632
3648,120.6478
3649,139.8202
3650,119.0638
3651,141.0105
3652,143.4254
3653,133.5108
3654,137.0878
3655,121.7154
3656,127.9174
3657,113.4724
3658,128.0828
3659,131.776
3660,138.2634
3661,125.758
3662,120.3874
3663,129.0463
3664,136.391
3665,130.0804
3666,118.5302
3667,129.8475
3668,119.5325
3669,138.3516
3670,128.9593
3671,116.8005
3672,123.1326
3673,116.9304
3674,126.5974
3675,141.1934
3676,131.6094
3677,109.3029
3678,116.408
3679,101.3305
3680,147.9165
3681,141.2402
3682,138.8869
3683,148.5007
3684,101.0513
3685,125.7223
3686,106.3269
3687,126.3894
3688,134.2725
3689,125.6528
3690,113.2531
3691,119.5911
3692,116.2576
3693,143.6987
3694,112.5571
3695,131.1388
3696,95.74545
3697,113.6203
3698,141.3191
3699,116.9133
3700,124.2022
3701,117.5665
3702,119.2307
3703,114.5048
3704,130.0058
3705,140.4851
3706,144.0058
3707,131.2024
3708,126.2305
3709,104.6225
3710,121.5126
3711,135.9547
3712,136.2738
3713,131.7593
3714,118.7403
3715,139.42
3716,129.0818
3717,114.4204
3718,113.1913
3719,112.5536
3720,157.6543
3721,121.5904
3722,119.206
3723,136.1093
3724,116.8245
3725,133.9377
3726,119.5375
3727,125.1534
3728,119.6552
3729,136.2859
3730,112.4741
3731,132.5837
3732,131.5466
3733,128.4833
3734,137.0769
3735,112.9767
3736,124.5135
3737,138.2798
3738,136.6706
3739,119.2702
3740,131.2561
3741,129.8508
3742,156.1101
3743,108.0741
3744,136.2846
3745,136.9681
3746,139.4128
3747,135.7171
3748,118.6689
3749,138.799
3750,138.9157
3751,118.2547
3752,135.3357
3753,129.262
3754,135.1908
3755,115.1791
3756,112.2308
3757,122.3013
3758,128.2031
3759,157.3486
3760,128.2287
3761,115.0374
3762,149.9119
3763,118.7213
3764,111.8923
3765,119.5408
3766,121.9841
3767,111.1912
3768,112.1842
3769,106.1061
3770,132.2605
3771,118.027
3772,131.8548
3773,122.7493
3774,126.4083
3775,135.567
3776,144.6145
3777,133.9108
3778,139.0597
3779,143.3765
3780,133.9215
3781,132.9707
3782,151.5436
3783,140.4279
3784,115.8887
3785,146.3078
3786,135.2438
3787,130.0152
3788,113.361
3789,109.7608
3790,155.0882
3791,116.5987
3792,115.8963
3793,123.8453
3794,132.1602
3795,150.0174
3796,123.4049
3797,113.7813
3798,124.9768
3799,140.1938
3800,125.6349
3801,124.6512
3802,115.7152
3803,147.7946
3804,123.7158
3805,137.4837
3806,119.3727
3807,111.791
3808,140.6815
3809,142.1807
3810,130.6623
3811,131.0557
3812,118.7635
3813,147.6001
3814,140.395
3815,129.3231
3816,125.4514
3817,107.0565
3818,128.0846
3819,131.245
3820,112.3113
3821,106.7968
3822,125.9164
3823,138.7008
3824,137.7593
3825,110.266
3826,128.2726
3827,150.3381
3828,120.4207
3829,118.7461
3830,132.3003
3831,122.8586
3832,116.2164
3833,105.9279
3834,111.2084
3835,115.9255
3836,132.6425
3837,128.7716
3838,105.5009
3839,130.8951
3840,159.8542
3841,113.1131
3842,104.7032
3843,130.0791
3844,146.3133
3845,117.9061
3846,125.872
3847,138.7186
3848,119.1382
3849,130.1311
3850,127.2486
3851,120.0823
3852,116.7898
3853,112.1004
3854,137.4236
3855,112.1502
3856,141.3789
3857,121.7461
3858,130.3465
3859,129.2123
3860,141.6059
3861,107.7722
3862,141.4952
3863,112.1581
3864,116.3208
3865,128.5199
3866,102.9057
3867,114.4447
3868,114.5452
3869,115.0009
3870,151.5781
3871,118.7079
3872,132.6379
3873,115.3378
3874,133.5897
3875,132.5006
3876,134.514
3877,126.1625
3878,131.3628
3879,116.0727
3880,141.3766
3881,127.3607
3882,140.2001
3883,126.6507
3884,121.9858
3885,134.2045
3886,102.086
3887,117.7314
3888,114.6211
3889,117.4963
3890,111.7542
3891,151.933
3892,122.983
3893,123.3884
3894,107.7347
3895,138.8617
3896,130.7491
3897,108.817
3898,119.7924
3899,132.67
3900,144.247
3901,130.1898
3902,119.8506
3903,112.1475
3904,112.6016
3905,126.6749
3906,120.368
3907,136.2017
3908,114.942
3909,116.1331
3910,131.3966
3911,126.219
3912,126.8313
3913,106.6708
3914,136.3548
3915,144.8283
3916,121.2425
3917,113.9096
3918,133.1979
3919,118.7312
3920,139.5328
3921,122.4766
3922,136.7334
3923,162.1526
3924,116.1377
3925,116.3873
3926,122.7559
3927,125.8107
3928,127.1985
3929,126.21
3930,127.4093
3931,121.4686
3932,120.1281
3933,130.8887
3934,148.6699
3935,108.979
3936,132.1438
3937,145.2904
3938,124.1218
3939,106.0457
3940,140.4934
3941,122.1607
3942,135.7089
3943,137.9068
3944,123.7723
3945,131.1289
3946,127.832
3947,131.0884
3948,116.698
3949,139.1882
3950,144.2813
3951,117.3348
3952,127.2578
3953,138.2181
3954,143.3238
3955,122.4926
3956,137.4736
3957,113.759
3958,135.4559
3959,111.8086
3960,123.1259
3961,133.1484
3962,107.8398
3963,125.8836
3964,129.0219
3965,113.9079
3966,134.568
3967,127.7878
3968,139.1262
3969,112.8285
3970,121.8472
3971,124.1304
3972,118.0629
3973,135.7574
3974,109.264
3975,144.7036
3976,142.5173
3977,137.1694
3978,113.3993
3979,144.7135
3980,128.8462
3981,117.0118
3982,116.0326
3983,132.8327
3984,134.5132
3985,124.705
3986,128.7712
3987,135.5603
3988,146.5841
3989,123.0704
3990,132.6394
3991,139.4887
3992,130.7106
3993,102.3817
3994,121.6264
3995,114.8121
3996,117.0249
3997,116.0381
3998,116.7343
3999,119.0783
4000,126.7983
4001,131.9365
4002,135.9003
4003,151.5006
4004,143.9136
4005,131.5241
4006,130.233
4007,123.9503
4008,126.6311
4009,115.4643
4010,148.2436
4011,129.9518
4012,135.4124
4013,141.1859
4014,109.5643
4015,124.3412
4016,118.4281
4017,126.0679
4018,132.1985
4019,132.1617
4020,121.8407
4021,147.0148
4022,135.6229
4023,131.8871
4024,149.6975
4025,132.2867
4026,145.1882
4027,113.6369
4028,121.888
4029,131.9355
4030,116.7342
4031,113.1662
4032,132.9761
4033,101.8479
4034,119.4606
4035,126.3196
4036,116.5061
4037,124.3345
4038,137.2975
4039,157.9877
4040,136.793
4041,144.8892
4042,116.363
4043,125.536
4044,109.135
4045,128.7879
4046,148.7167
4047,108.4191
4048,120.7972
4049,119.9403
4050,141.8006
4051,116.4363
4052,136.4958
4053,162.0645
4054,137.99
4055,127.9705
4056,124.0973
4057,147.0929
4058,136.034
4059,134.9883
4060,108.4088
4061,115.87
4062,132.7811
4063,150.0321
4064,124.4084
4065,125.2378
4066,131.125
4067,120.474
4068,126.7877
4069,119.4332
4070,121.7583
4071,127.8974
4072,113.6724
4073,123.8685
4074,123.6931
4075,122.0341
4076,114.7014
4077,117.2034
4078,121.3213
4079,125.4382
4080,138.2195
4081,130.9358
4082,115.4355
4083,137.2853
4084,127.0824
4085,129.3152
4086,131.4005
4087,116.1956
4088,127.0613
4089,131.3423
4090,121.9677
4091,113.2103
4092,123.3458
4093,99.66224
4094,124.0545
4095,130.086
4096,137.1664
4097,141.1792
4098,101.7777
4099,128.8128
4100,129.9046
4101,127.3943
4102,113.9444
4103,103.9784
4104,117.1245
4105,135.3823
4106,131.0931
4107,130.6498
4108,119.4229
4109,127.4216
4110,124.3172
4111,114.8714
4112,121.075
4113,115.3401
4114,106.3017
4115,131.6919
4116,139.886
4117,118.6787
4118,121.1908
4119,134.8095
4120,128.3543
4121,135.8259
4122,127.516
4123,135.5209
4124,119.3961
4125,141.7312
4126,138.0107
4127,106.2963
4128,129.0392
4129,110.0436
4130,143.597
4131,135.6427
4132,120.8619
4133,129.7829
4134,110.1349
4135,122.3278
4136,125.1019
4137,121.2072
4138,135.8864
4139,120.8681
4140,125.6805
4141,129.139
4142,147.1694
4143,124.9845
4144,141.5704
4145,138.6126
4146,126.7582
4147,134.1926
4148,148.1132
4149,122.4609
4150,125.9051
4151,134.1521
4152,140.8846
4153,127.3274
4154,127.5146
4155,135.4777
4156,134.7474
4157,139.1714
4158,147.9343
4159,122.1187
4160,136.1107
4161,112.8949
4162,127.1332
4163,134.6362
4164,110.1335
4165,137.8451
4166,132.6417
4167,130.7984
4168,126.8633
4169,119.564
4170,136.1613
4171,136.5186
4172,132.6211
4173,114.2795
4174,116.7421
4175,137.7726
4176,130.0454
4177,135.7083
4178,135.6941
4179,101.3328
4180,130.5342
4181,137.3539
4182,121.0292
4183,120.3639
4184,141.0864
4185,139.0365
4186,136.4844
4187,142.8621
4188,104.1735
4189,145.5379
4190,120.9881
4191,139.5953
4192,120.8184
4193,125.9266
4194,126.298
4195,133.2805
4196,123.3401
4197,105.6441
4198,142.3548
4199,130.4546
4200,110.4915
4201,114.9535
4202,133.4786
4203,139.3092
4204,129.4262
4205,121.8407
4206,136.3506
4207,143.6547
4208,126.9991
4209,139.6645
4210,139.1423
4211,126.9897
4212,142.7584
4213,149.8921
4214,143.7861
4215,152.4615
4216,143.546
4217,152.9883
4218,133.9839
4219,135.5993
4220,134.6592
4221,124.1779
4222,118.271
4223,121.7107
4224,121.3633
4225,133.1727
4226,114.8234
4227,137.7084
4228,122.5531
4229,105.4808
4230,119.5263
4231,135.1981
4232,122.1851
4233,114.9083
4234,136.5998
4235,143.4398
4236,103.9121
4237,133.6935
4238,119.11
4239,129.4393
4240,127.0247
4241,144.7401
4242,123.0627
4243,126.0649
4244,147.8452
4245,117.0034
4246,131.5836
4247,125.3671
4248,128.6776
4249,132.3484
4250,115.879
4251,117.2786
4252,140.1922
4253,135.8756
4254,132.974
4255,117.9845
4256,127.9273
4257,122.3518
4258,109.2661
4259,134.6605
4260,129.1099
4261,129.9016
4262,135.7013
4263,140.9551
4264,101.615
4265,127.0723
4266,127.1338
4267,125.4375
4268,120.7329
4269,124.1194
4270,118.2882
4271,116.7241
4272,113.5275
4273,128.2428
4274,130.5346
4275,106.2307
4276,119.3464
4277,120.9379
4278,120.7725
4279,123.2547
4280,118.437
4281,115.3497
4282,123.2437
4283,116.7036
4284,116.4127
4285,132.3031
4286,123.296
4287,117.0996
4288,132.7665
4289,122.0016
4290,146.1837
4291,132.2434
4292,146.3853
4293,119.6048
4294,137.8448
4295,124.6944
4296,128.8286
4297,119.3743
4298,123.43
4299,106.8598
4300,134.4771
4301,129.8224
4302,109.2449
4303,123.566
4304,125.5915
4305,126.8938
4306,137.3284
4307,108.9028
4308,135.4082
4309,131.7847
4310,122.2514
4311,134.4462
4312,108.6926
4313,124.3293
4314,131.6971
4315,129.4089
4316,127.5867
4317,128.3635
4318,130.3095
4319,132.5038
4320,145.901
4321,126.4447
4322,136.1093
4323,121.0123
4324,132.472
4325,126.7129
4326,115.7365
4327,118.9776
4328,145.854
4329,148.238
4330,122.7048
4331,120.42
4332,126.5408
4333,131.6976
4334,123.5504
4335,119.9449
4336,123.5117
4337,123.5561
4338,134.0842
4339,136.7907
4340,121.3415
4341,132.8196
4342,112.8553
4343,168.881
4344,131.4655
4345,121.3053
4346,126.5212
4347,125.3926
4348,114.7951
4349,134.5043
4350,133.6321
4351,121.778
4352,126.847
4353,128.0152
4354,113.918
4355,134.0367
4356,131.6397
4357,126.8163
4358,131.89
4359,115.6714
4360,126.2769
4361,102.1079
4362,139.4982
4363,151.474
4364,122.1092
4365,125.7438
4366,123.1702
4367,136.4907
4368,116.4352
4369,117.4086
4370,112.4388
4371,139.9596
4372,121.2457
4373,128.3855
4374,120.0329
4375,109.3694
4376,129.4821
4377,152.901
4378,136.5692
4379,133.6427
4380,137.0715
4381,124.931
4382,131.7141
4383,119.642
4384,131.2416
4385,119.2979
4386,115.0093
4387,122.7882
4388,124.8597
4389,98.39409
4390,124.0144
4391,124.296
4392,124.0139
4393,132.0081
4394,134.8625
4395,136.0319
4396,127.9094
4397,136.8048
4398,138.9045
4399,154.3787
4400,139.4726
4401,138.099
4402,133.752
4403,123.706
4404,133.4767
4405,129.4416
4406,145.6689
4407,126.1809
4408,121.4461
4409,142.2131
4410,119.7238
4411,106.7157
4412,130.1147
4413,138.5589
4414,120.821
4415,112.5397
4416,127.7983
4417,133.9054
4418,99.56439
4419,122.1663
4420,131.3067
4421,143.7584
4422,151.6764
4423,115.6396
4424,107.1456
4425,150.2899
4426,118.7544
4427,108.9651
4428,136.5556
4429,124.8106
4430,119.8377
4431,99.76986
4432,148.4142
4433,133.3179
4434,135.9285
4435,128.028
4436,122.8946
4437,127.5172
4438,127.4499
4439,136.7766
4440,132.8961
4441,122.4088
4442,113.3951
4443,115.3527
4444,136.4296
4445,131.3802
4446,151.4922
4447,112.2811
4448,129.9559
4449,116.898
4450,124.2691
4451,127.9153
4452,139.9747
4453,117.6032
4454,133.1749
4455,119.293
4456,122.8937
4457,123.5244
4458,131.1773
4459,95.88791
4460,158.3578
4461,133.576
4462,135.3471
4463,128.7408
4464,129.0113
4465,118.2064
4466,136.9731
4467,134.4424
4468,124.8929
4469,136.3075
4470,120.8579
4471,135.9954
4472,124.6169
4473,131.5614
4474,157.078
4475,124.6289
4476,132.1244
4477,118.2692
4478,139.9319
4479,149.2389
4480,126.0976
4481,119.6545
4482,140.2187
4483,111.7304
4484,128.4377
4485,109.5741
4486,135.1826
4487,119.4849
4488,135.1861
4489,111.5654
4490,115.6669
4491,123.0031
4492,126.6086
4493,122.0006
4494,119.6607
4495,122.0538
4496,127.9519
4497,117.1362
4498,147.2908
4499,125.4061
4500,123.3187
4501,139.4874
4502,137.9174
4503,119.266
4504,115.9555
4505,130.5095
4506,131.2829
4507,130.8226
4508,147.7877
4509,102.7518
4510,124.009
4511,134.4456
4512,125.095
4513,138.5499
4514,134.395
4515,118.875
4516,136.5501
4517,127.7343
4518,120.5416
4519,137.1043
4520,119.1788
4521,124.9258
4522,100.9973
4523,111.0706
4524,143.6707
4525,124.8217
4526,136.6368
4527,136.1504
4528,126.8492
4529,133.1992
4530,138.961
4531,136.4148
4532,118.0784
4533,149.4074
4534,124.2854
4535,131.0075
4536,122.0955
4537,125.1468
4538,107.7781
4539,131.2999
4540,128.1304
4541,111.1449
4542,111.0917
4543,115.4242
4544,132.1594
4545,121.3271
4546,136.2254
4547,115.7406
4548,133.5066
4549,127.8453
4550,142.3054
4551,106.2611
4552,134.3778
4553,120.6881
4554,139.5754
4555,124.4232
4556,122.7936
4557,122.1132
4558,139.8142
4559,130.2584
4560,111.6216
4561,109.8238
4562,138.2864
4563,121.4831
4564,120.3041
4565,124.0916
4566,119.738
4567,132.4267
4568,126.163
4569,124.5901
4570,129.9774
4571,114.8356
4572,123.505
4573,124.7217
4574,126.5771
4575,143.9747
4576,127.6471
4577,119.6461
4578,103.7011
4579,140.6438
4580,130.1721
4581,132.2547
4582,118.3357
4583,107.3271
4584,134.3205
4585,128.0736
4586,143.0774
4587,127.4879
4588,117.5081
4589,132.3095
4590,126.1309
4591,138.7704
4592,128.4133
4593,129.5877
4594,116.2255
4595,111.121
4596,118.7218
4597,131.6974
4598,141.4318
4599,138.4311
4600,139.4051
4601,109.824
4602,125.4809
4603,122.8828
4604,150.847
4605,128.1654
4606,121.0356
4607,137.2303
4608,131.504
4609,127.9481
4610,127.5982
4611,125.9641
4612,128.942
4613,123.6344
4614,132.426
4615,122.0015
4616,130.4876
4617,127.2358
4618,119.7409
4619,140.6464
4620,137.6207
4621,118.1787
4622,128.4443
4623,134.3476
4624,166.3016
4625,123.4122
4626,142.7132
4627,123.8781
4628,126.9465
4629,117.3343
4630,137.1545
4631,105.8885
4632,123.5902
4633,128.3405
4634,122.189
4635,119.1554
4636,127.9357
4637,117.8536
4638,114.2598
4639,124.3436
4640,121.873
4641,107.1698
4642,105.6942
4643,105.9209
4644,110.0377
4645,126.4691
4646,133.5623
4647,110.5288
4648,142.8422
4649,131.3179
4650,142.0148
4651,105.1855
4652,119.0616
4653,131.6159
4654,123.1869
4655,114.1342
4656,127.8594
4657,123.8136
4658,139.1029
4659,117.3644
4660,155.8502
4661,133.4692
4662,128.2173
4663,128.9056
4664,145.1997
4665,117.7852
4666,129.2314
4667,110.3151
4668,145.1721
4669,132.9902
4670,121.1068
4671,137.4109
4672,141.1587
4673,137.6199
4674,111.129
4675,129.8425
4676,130.4964
4677,124.4823
4678,138.9571
4679,136.2141
4680,131.2422
4681,106.3978
4682,124.4191
4683,110.7614
4684,125.7709
4685,114.0163
4686,135.8777
4687,133.3415
4688,138.8873
4689,132.6007
4690,123.9237
4691,127.4536
4692,148.2412
4693,122.158
4694,119.7528
4695,117.5732
4696,125.9822
4697,137.7114
4698,108.2831
4699,133.9222
4700,128.5798
4701,136.4265
4702,128.2201
4703,112.124
4704,135.1695
4705,127.2095
4706,119.7502
4707,119.5742
4708,137.4896
4709,129.0061
4710,147.6293
4711,126.9994
4712,110.6833
4713,137.0191
4714,125.0944
4715,142.9751
4716,129.2245
4717,142.6689
4718,133.2004
4719,135.8015
4720,155.9981
4721,110.1628
4722,137.8439
4723,121.0711
4724,115.9738
4725,129.3937
4726,111.071
4727,111.5159
4728,144.9723
4729,123.3543
4730,127.3197
4731,111.6275
4732,123.4444
4733,116.1338
4734,106.3145
4735,129.3926
4736,145.3962
4737,130.253
4738,144.0878
4739,122.5351
4740,133.0454
4741,107.4374
4742,149.076
4743,116.8801
4744,103.049
4745,117.5245
4746,130.8889
4747,143.0422
4748,105.2595
4749,120.1055
4750,143.016
4751,126.8695
4752,138.9043
4753,121.5207
4754,131.7383
4755,120.9546
4756,138.612
4757,147.3622
4758,130.0261
4759,124.1674
4760,143.489
4761,123.8217
4762,130.7247
4763,123.2355
4764,114.1544
4765,153.0572
4766,126.5914
4767,120.8002
4768,129.099
4769,145.7179
4770,121.1429
4771,119.0362
4772,134.8026
4773,132.806
4774,127.696
4775,131.1142
4776,129.1887
4777,114.3058
4778,114.0111
4779,141.1522
4780,113.4672
4781,136.4157
4782,134.7036
4783,129.3842
4784,97.8247
4785,130.7321
4786,146.9626
4787,139.0045
4788,126.4992
4789,138.6155
4790,123.6083
4791,132.5113
4792,125.2087
4793,116.7207
4794,140.1941
4795,115.1087
4796,129.883
4797,124.4072
4798,127.8751
4799,118.9592
4800,136.2203
4801,114.2431
4802,111.1484
4803,134.4741
4804,125.8111
4805,137.9178
4806,109.3782
4807,115.505
4808,120.607
4809,130.3822
4810,130.8399
4811,141.4287
4812,113.1045
4813,120.7486
4814,111.1042
4815,136.915
4816,125.3766
4817,132.7497
4818,118.1206
4819,129.7188
4820,138.2801
4821,127.8541
4822,106.3608
4823,118.5889
4824,117.5862
4825,133.4329
4826,120.0598
4827,124.5943
4828,118.6707
4829,135.4153
4830,121.9611
4831,133.7451
4832,118.1307
4833,128.5772
4834,124.8378
4835,135.8262
4836,115.2564
4837,146.0235
4838,143.0554
4839,120.4189
4840,136.1018
4841,135.2724
4842,113.9184
4843,144.2733
4844,139.218
4845,137.8042
4846,123.0101
4847,126.067
4848,148.5372
4849,110.7831
4850,120.029
4851,122.7468
4852,128.6261
4853,120.8344
4854,125.4675
4855,127.7337
4856,132.8131
4857,141.7715
4858,121.3387
4859,116.4184
4860,114.4604
4861,126.3607
4862,129.6594
4863,128.845
4864,141.6777
4865,140.0763
4866,126.771
4867,104.9152
4868,152.1104
4869,119.3998
4870,102.7788
4871,104.4743
4872,122.9173
4873,130.0384
4874,121.9668
4875,131.5675
4876,107.2827
4877,117.6886
4878,143.4791
4879,102.6027
4880,116.8988
4881,123.9844
4882,136.2899
4883,123.2082
4884,144.3998
4885,145.3389
4886,119.9359
4887,131.6298
4888,133.7225
4889,146.2703
4890,119.8227
4891,107.9515
4892,109.1714
4893,134.1385
4894,130.6212
4895,116.0239
4896,134.4365
4897,134.8203
4898,116.5449
4899,126.3619
4900,127.6585
4901,125.5257
4902,134.624
4903,129.3855
4904,127.9899
4905,119.5254
4906,111.4427
4907,143.6406
4908,124.9
4909,125.39
4910,126.7733
4911,120.2017
4912,120.3497
4913,130.5236
4914,137.9222
4915,118.559
4916,126.2936
4917,135.8841
4918,122.1423
4919,106.3292
4920,131.5261
4921,122.7303
4922,114.8025
4923,120.2347
4924,122.1794
4925,145.6834
4926,117.709
4927,131.9638
4928,128.3473
4929,132.8351
4930,120.4227
4931,127.4847
4932,111.2536
4933,118.4249
4934,132.2462
4935,137.0621
4936,130.716
4937,133.2681
4938,120.2172
4939,124.9529
4940,135.0017
4941,155.3163
4942,114.3986
4943,143.1158
4944,111.2503
4945,121.8782
4946,122.1602
4947,124.7486
4948,130.7902
4949,128.0209
4950,120.2907
4951,125.7923
4952,131.2235
4953,131.3886
4954,126.8527
4955,112.4772
4956,126.3124
4957,118.5625
4958,141.824
4959,135.164
4960,138.0343
4961,111.9057
4962,109.4352
4963,106.1651
4964,138.7377
4965,138.8835
4966,131.6754
4967,133.501
4968,123.6003
4969,120.5015
4970,127.9008
4971,108.2182
4972,132.8392
4973,112.1406
4974,131.5346
4975,124.897
4976,115.9246
4977,138.2668
4978,131.5288
4979,110.1024
4980,137.102
4981,109.788
4982,112.9286
4983,148.2754
4984,119.3393
4985,141.9129
4986,139.6238
4987,119.7962
4988,115.7201
4989,121.334
4990,159.3608
4991,133.2151
4992,141.3034
4993,129.831
4994,120.7103
4995,141.5982
4996,125.8677
4997,112.3178
4998,118.9697
4999,112.7574
5000,111.7201
5001,110.5494
5002,103.8433
5003,159.9758
5004,130.2472
5005,123.7624
5006,125.297
5007,122.711
5008,160.0364
5009,131.6777
5010,124.199
5011,122.5949
5012,143.777
5013,106.1497
5014,135.6658
5015,112.8116
5016,118.7819
5017,119.1211
5018,121.0715
5019,113.7029
5020,116.3811
5021,128.0095
5022,116.0115
5023,133.2729
5024,127.7888
5025,123.8782
5026,139.5499
5027,126.6252
5028,141.3982
5029,151.0506
5030,126.0282
5031,148.4483
5032,129.2407
5033,132.286
5034,106.4894
5035,125.0984
5036,130.2433
5037,123.5842
5038,101.2994
5039,118.3701
5040,109.8414
5041,131.1827
5042,125.2316
5043,131.8946
5044,116.0773
5045,98.28455
5046,127.6602
5047,134.0168
5048,123.7417
5049,125.4915
5050,135.2419
5051,122.0361
5052,117.4632
5053,120.1212
5054,124.4872
5055,116.313
5056,121.8405
5057,126.9209
5058,111.5266
5059,132.1843
5060,131.9966
5061,118.7562
5062,138.9367
5063,132.6605
5064,117.0903
5065,121.8668
5066,128.6212
5067,130.0686
5068,109.0084
5069,110.3563
5070,126.3494
5071,130.879
5072,130.8643
5073,123.4765
5074,111.1681
5075,151.1334
5076,127.2278
5077,114.755
5078,131.1304
5079,117.3512
5080,126.7825
5081,130.4524
5082,110.209
5083,120.0319
5084,131.9006
5085,118.9925
5086,136.5441
5087,114.2363
5088,119.0131
5089,144.86
5090,130.8069
5091,144.8661
5092,130.7968
5093,138.8268
5094,130.0556
5095,124.231
5096,119.8695
5097,110.2776
5098,127.6997
5099,142.5486
5100,157.0989
5101,138.5876
5102,128.1607
5103,130.3446
5104,119.1028
5105,115.6698
5106,128.3985
5107,136.1737
5108,116.6906
5109,131.4909
5110,115.494
5111,116.0487
5112,116.596
5113,138.6958
5114,126.0413
5115,145.686
5116,128.7906
5117,142.1595
5118,138.9115
5119,122.0769
5120,119.0393
5121,136.7085
5122,124.8379
5123,129.218
5124,124.5365
5125,132.7187
5126,110.1455
5127,132.4193
5128,120.6308
5129,134.6226
5130,131.3866
5131,134.9717
5132,121.162
5133,146.1977
5134,130.7501
5135,123.9601
5136,105.9251
5137,147.2738
5138,128.4305
5139,116.2545
5140,128.8795
